code_name,Molecule,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,xtbjson
mol_462,"N,N-Diethylaniline",-3.16,1,149.237,0,1,3,3.24,-3.03,CCN(CC)c1ccccc1,QDESCP/boltz/mol_462_rdkit_boltz.json
mol_463,"1,3-Difluorobenzene",-2.636,1,114.094,0,1,0,0.0,-2.0,Fc1cccc(F)c1,QDESCP/boltz/mol_463_rdkit_boltz.json
mol_464,3-chloropropionitrile,-0.522,1,89.525,0,0,1,23.79,-0.29,ClCCC#N ,QDESCP/boltz/mol_464_rdkit_boltz.json
mol_465,t-Pentylbenzene,-3.867,1,148.249,0,1,1,0.0,-4.15,CC(C)(C)Cc1ccccc1,QDESCP/boltz/mol_465_rdkit_boltz.json
mol_466,5-Ethyl-5-phenylbarbital,-2.272,1,232.239,2,2,2,75.27,-2.322,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,QDESCP/boltz/mol_466_rdkit_boltz.json
mol_467,o-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-3.54,Clc1ccccc1I,QDESCP/boltz/mol_467_rdkit_boltz.json
mol_468,Benzotriazole,-2.21,2,119.127,1,2,0,41.57,-0.78,c2ccc1[nH]nnc1c2,QDESCP/boltz/mol_468_rdkit_boltz.json
mol_469,Carbofuran,-3.05,1,221.256,1,2,1,47.56,-2.8,CNC(=O)Oc1cccc2CC(C)(C)Oc12,QDESCP/boltz/mol_469_rdkit_boltz.json
mol_470,"2,6-Dimethylphenol",-2.589,1,122.167,1,1,0,20.23,-1.29,Cc1cccc(C)c1O,QDESCP/boltz/mol_470_rdkit_boltz.json
mol_471,3-Methyl-2-butanol,-0.954,1,88.15,1,0,1,20.23,-0.18,CC(C)C(C)O,QDESCP/boltz/mol_471_rdkit_boltz.json
mol_472,benzhydrol,-3.033,1,184.238,1,2,2,20.23,-2.55,c1ccccc1C(O)c2ccccc2,QDESCP/boltz/mol_472_rdkit_boltz.json
mol_473,Methyl decanoate,-3.316,1,186.295,0,0,8,26.3,-4.69,CCCCCCCCCC(=O)OC,QDESCP/boltz/mol_473_rdkit_boltz.json
mol_474,Dicapthon,-4.188,1,297.656,0,1,5,70.83,-4.31,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,QDESCP/boltz/mol_474_rdkit_boltz.json
mol_475,1-Bromo-2-methylpropane,-2.288,1,137.02,0,0,1,0.0,-2.43,CC(C)CBr,QDESCP/boltz/mol_475_rdkit_boltz.json
mol_476,Iodoethane,-2.066,1,155.966,0,0,0,0.0,-1.6,CCI,QDESCP/boltz/mol_476_rdkit_boltz.json
mol_477,Pirimicarb,-2.34,1,238.291,0,1,2,58.56,-1.95,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,QDESCP/boltz/mol_477_rdkit_boltz.json
mol_478,1-Bromohexane,-3.012,1,165.074,0,0,4,0.0,-3.81,CCCCCCBr,QDESCP/boltz/mol_478_rdkit_boltz.json
mol_479,2-Methylpentane,-2.6,1,86.178,0,0,2,0.0,-3.74,CCCC(C)C,QDESCP/boltz/mol_479_rdkit_boltz.json
mol_480,Tetrafluthrin,-6.339,1,418.736,0,2,4,26.3,-7.321,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,QDESCP/boltz/mol_480_rdkit_boltz.json
mol_481,Metolachlor,-3.431,1,283.799,0,1,6,29.54,-2.73,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,QDESCP/boltz/mol_481_rdkit_boltz.json
mol_482,nifuroxime,-1.843,1,156.097,1,1,2,88.87,-2.19,ON=Cc1ccc(o1)N(=O)=O ,QDESCP/boltz/mol_482_rdkit_boltz.json
mol_483,Fluvalinate,-8.057,1,502.92,1,3,8,71.35,-8.003,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,QDESCP/boltz/mol_483_rdkit_boltz.json
mol_484,Amitrole,-0.674,1,84.082,2,1,0,67.59,0.522,Nc1nc[nH]n1,QDESCP/boltz/mol_484_rdkit_boltz.json
mol_485,Tribromomethane,-2.904,1,252.731,0,0,0,0.0,-1.91,BrC(Br)Br,QDESCP/boltz/mol_485_rdkit_boltz.json
mol_486,Trichlorfon,-1.866,1,257.437,1,0,3,55.76,-0.22,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,QDESCP/boltz/mol_486_rdkit_boltz.json
mol_487,Phosalone,-5.024,1,367.816,0,2,7,53.6,-5.233,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,QDESCP/boltz/mol_487_rdkit_boltz.json
mol_488,Phenylmethanol,-1.699,1,108.14,1,1,1,20.23,-0.4,OCc1ccccc1,QDESCP/boltz/mol_488_rdkit_boltz.json
mol_489,Coumatetralyl,-5.194,1,292.334,1,4,1,50.44,-2.84,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,QDESCP/boltz/mol_489_rdkit_boltz.json
mol_490,4-Bromophenol,-3.132,1,173.009,1,1,0,20.23,-1.09,Oc1ccc(Br)cc1,QDESCP/boltz/mol_490_rdkit_boltz.json
mol_491,2-Bromopropane,-1.949,1,122.993,0,0,0,0.0,-1.59,CC(C)Br,QDESCP/boltz/mol_491_rdkit_boltz.json
mol_492,"2,2,4-Trimethylpentane",-3.276,1,114.232,0,0,1,0.0,-4.74,CC(C)CC(C)(C)C,QDESCP/boltz/mol_492_rdkit_boltz.json
mol_493,"1,3,5-Trinitrobenzene",-2.324,1,213.105,0,1,3,129.42,-2.89,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,QDESCP/boltz/mol_493_rdkit_boltz.json
mol_494,Nimetazepam,-3.557,1,295.298,0,3,2,75.81,-3.796,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,QDESCP/boltz/mol_494_rdkit_boltz.json
mol_495,Propane,-1.553,1,44.097,0,0,0,0.0,-1.94,CCC,QDESCP/boltz/mol_495_rdkit_boltz.json
mol_496,Minoxidil,-1.809,1,209.253,2,2,1,95.11,-1.989,Nc1cc(nc(N)n1=O)N2CCCCC2 ,QDESCP/boltz/mol_496_rdkit_boltz.json
mol_497,1-aminoacridine,-3.542,1,194.237,1,3,0,38.91,-4.22,Nc2cccc3nc1ccccc1cc23 ,QDESCP/boltz/mol_497_rdkit_boltz.json
mol_498,Benzo(k)fluoranthene,-6.007,2,252.316,0,5,0,0.0,-8.49,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,QDESCP/boltz/mol_498_rdkit_boltz.json
mol_499,Dicofol,-6.268,1,370.49,1,2,2,20.23,-5.666,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,QDESCP/boltz/mol_499_rdkit_boltz.json
mol_500,Acenapthene,-3.792,2,154.212,0,3,0,0.0,-4.63,C1Cc2cccc3cccc1c23,QDESCP/boltz/mol_500_rdkit_boltz.json
mol_501,Dialifos,-5.026,1,393.854,0,2,8,55.84,-6.34,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,QDESCP/boltz/mol_501_rdkit_boltz.json
mol_502,"1,4-Dibromobenzene",-4.298,1,235.906,0,1,0,0.0,-4.07,Brc1ccc(Br)cc1,QDESCP/boltz/mol_502_rdkit_boltz.json
mol_503,Methazole,-3.601,1,261.064,0,2,1,57.14,-2.82,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,QDESCP/boltz/mol_503_rdkit_boltz.json
mol_504,p-Phenylphenol,-3.701,1,170.211,1,2,1,20.23,-3.48,Oc1ccc(cc1)c2ccccc2,QDESCP/boltz/mol_504_rdkit_boltz.json
mol_505,pyracarbolid,-2.83,1,217.268,1,2,2,38.33,-2.56,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,QDESCP/boltz/mol_505_rdkit_boltz.json
mol_506,Ethyl vinyl ether,-0.857,1,72.107,0,0,2,9.23,-0.85,CCOC=C,QDESCP/boltz/mol_506_rdkit_boltz.json
mol_507,1-Butyne,-1.092,1,54.092,0,0,0,0.0,-1.24,CCC#C,QDESCP/boltz/mol_507_rdkit_boltz.json
mol_508,4-methoxypteridine,-1.589,1,162.152,0,2,1,60.79,-1.11,COc1ncnc2nccnc12 ,QDESCP/boltz/mol_508_rdkit_boltz.json
mol_509,3-Methyl-3-heptanol,-2.017,1,130.231,1,0,4,20.23,-1.6,CCCCC(C)(O)CC,QDESCP/boltz/mol_509_rdkit_boltz.json
mol_510,"1,4-Dichlorobenzene",-3.558,1,147.004,0,1,0,0.0,-3.27,Clc1ccc(Cl)cc1,QDESCP/boltz/mol_510_rdkit_boltz.json
mol_511,3-Ethanoyloxymethylphenytoin,-2.723,1,324.336,1,3,4,75.71,-4.47,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,QDESCP/boltz/mol_511_rdkit_boltz.json
mol_512,"Sparsomycin (3,8mg/ml)",-1.57,1,361.445,4,1,8,132.12,-1.981,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,QDESCP/boltz/mol_512_rdkit_boltz.json
mol_513,3-methylindole,-2.981,1,131.178,1,2,0,15.79,-2.42,Cc1c[nH]c2ccccc12 ,QDESCP/boltz/mol_513_rdkit_boltz.json
mol_514,2-methoxypteridine,-1.589,1,162.152,0,2,1,60.79,-1.11,COc2ncc1nccnc1n2,QDESCP/boltz/mol_514_rdkit_boltz.json
mol_515,Dioxacarb,-1.614,1,223.228,1,2,2,56.79,-1.57,CNC(=O)Oc1ccccc1C2OCCO2,QDESCP/boltz/mol_515_rdkit_boltz.json
mol_516,isocarbamid,-1.508,1,185.227,2,1,2,61.44,-2.15,C1N(C(=O)NCC(C)C)C(=O)NC1,QDESCP/boltz/mol_516_rdkit_boltz.json
mol_517,Acetonitrile,0.152,1,41.053,0,0,0,23.79,0.26,CC#N,QDESCP/boltz/mol_517_rdkit_boltz.json
mol_518,Fenoxycarb,-4.662,1,301.342,1,2,7,56.79,-4.7,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,QDESCP/boltz/mol_518_rdkit_boltz.json
mol_519,acetyl sulfisoxazole,-2.024,1,293.348,1,2,3,89.43,-3.59,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,QDESCP/boltz/mol_519_rdkit_boltz.json
mol_520,"1,1,1,2-Tetrachloroethane",-2.794,1,167.85,0,0,0,0.0,-2.18,ClCC(Cl)(Cl)Cl,QDESCP/boltz/mol_520_rdkit_boltz.json
mol_521,1-Butanol,-0.688,1,74.123,1,0,2,20.23,0.0,CCCCO,QDESCP/boltz/mol_521_rdkit_boltz.json
mol_522,Siduron,-3.779,1,232.327,2,2,2,41.13,-4.11,CC1CCCCC1NC(=O)Nc2ccccc2,QDESCP/boltz/mol_522_rdkit_boltz.json
mol_523,"1,3,5-Trichlorobenzene",-4.159,1,181.449,0,1,0,0.0,-4.48,Clc1cc(Cl)cc(Cl)c1,QDESCP/boltz/mol_523_rdkit_boltz.json
mol_524,Furfural,-1.391,1,96.085,0,1,1,30.21,-0.1,O=Cc1ccco1,QDESCP/boltz/mol_524_rdkit_boltz.json
mol_525,3-Methylbutan-1-ol,-1.027,1,88.15,1,0,2,20.23,-0.51,CC(C)CCO,QDESCP/boltz/mol_525_rdkit_boltz.json
mol_526,piperonal,-2.033,1,150.133,0,2,1,35.53,-1.63,O=Cc2ccc1OCOc1c2 ,QDESCP/boltz/mol_526_rdkit_boltz.json
mol_527,2-Methylpropene,-1.573,1,56.108,0,0,0,0.0,-2.33,CC(=C)C,QDESCP/boltz/mol_527_rdkit_boltz.json
mol_528,Benzaldehyde,-1.999,1,106.124,0,1,1,17.07,-1.19,O=Cc1ccccc1,QDESCP/boltz/mol_528_rdkit_boltz.json
mol_529,"2,3-Dimethyl-1,3-Butadiene",-2.052,1,82.146,0,0,1,0.0,-2.4,CC(=C)C(=C)C,QDESCP/boltz/mol_529_rdkit_boltz.json
mol_530,Benfuracarb,-5.133,1,410.536,0,2,8,68.31,-4.71,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,QDESCP/boltz/mol_530_rdkit_boltz.json
mol_531,RTI 10,-2.771,1,226.235,0,3,0,42.43,-3.672,O2c1ccccc1N(C)C(=O)c3cccnc23 ,QDESCP/boltz/mol_531_rdkit_boltz.json
mol_532,Fluorene ,-4.125,2,166.223,0,3,0,0.0,-5.0,C1c2ccccc2c3ccccc13,QDESCP/boltz/mol_532_rdkit_boltz.json
mol_533,Methylcyclohexane ,-2.891,1,98.189,0,1,0,0.0,-3.85,CC1CCCCC1,QDESCP/boltz/mol_533_rdkit_boltz.json
mol_534,sulfaguanidine,-0.706,1,214.25,4,1,2,122.06,-1.99,NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,QDESCP/boltz/mol_534_rdkit_boltz.json
mol_535,Methylparaben,-2.441,1,152.149,1,1,1,46.53,-1.827,COC(=O)c1ccc(O)cc1,QDESCP/boltz/mol_535_rdkit_boltz.json
mol_536,2-Methyltetrahydrofurane,-1.034,1,86.134,0,1,0,9.23,0.11,CC1CCCO1,QDESCP/boltz/mol_536_rdkit_boltz.json
mol_537,Santonin,-2.43,1,246.306,0,3,0,43.37,-3.09,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,QDESCP/boltz/mol_537_rdkit_boltz.json
mol_538,Salicin,-0.975,1,286.28,5,2,4,119.61,-0.85,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,QDESCP/boltz/mol_538_rdkit_boltz.json
mol_539,1-Iodopropane,-2.486,1,169.993,0,0,1,0.0,-2.29,CCCI,QDESCP/boltz/mol_539_rdkit_boltz.json
mol_540,Ametryn,-3.43,1,227.337,2,1,5,62.73,-3.04,CCNc1nc(NC(C)C)nc(SC)n1,QDESCP/boltz/mol_540_rdkit_boltz.json
mol_541,1-Propanol,-0.334,1,60.096,1,0,1,20.23,0.62,CCCO,QDESCP/boltz/mol_541_rdkit_boltz.json
mol_542,Hydroxyprogesterone-17a,-3.876,1,330.468,1,4,1,54.37,-3.817,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,QDESCP/boltz/mol_542_rdkit_boltz.json
mol_543,2-Pentanol,-0.97,1,88.15,1,0,2,20.23,-0.29,CCCC(C)O,QDESCP/boltz/mol_543_rdkit_boltz.json
mol_544,benzoin,-3.148,1,212.248,1,2,3,37.3,-2.85,OC(C(=O)c1ccccc1)c2ccccc2,QDESCP/boltz/mol_544_rdkit_boltz.json
mol_545,"2,4-Dimethylphenol",-2.621,1,122.167,1,1,0,20.23,-1.19,Cc1ccc(O)c(C)c1,QDESCP/boltz/mol_545_rdkit_boltz.json
mol_546,m-Chloronitrobenzene ,-2.901,1,157.556,0,1,1,43.14,-2.77,Clc1cccc(c1)N(=O)=O,QDESCP/boltz/mol_546_rdkit_boltz.json
mol_547,ampyrone,-1.192,1,203.245,1,2,1,52.95,-0.624,Cc2c(N)c(=O)n(c1ccccc1)n2C,QDESCP/boltz/mol_547_rdkit_boltz.json
mol_548,"2,2',4,5'-PCB",-6.23,1,291.992,0,2,1,0.0,-6.57,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,QDESCP/boltz/mol_548_rdkit_boltz.json
mol_549,"Hexachloro-1,3-butadiene",-4.546,1,260.762,0,0,1,0.0,-4.92,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,QDESCP/boltz/mol_549_rdkit_boltz.json
mol_550,Terbutryn,-3.75,1,241.364,2,1,4,62.73,-4.0,CCNc1nc(NC(C)(C)C)nc(SC)n1,QDESCP/boltz/mol_550_rdkit_boltz.json
mol_551,3-Methyl-2-pentanol,-1.308,1,102.177,1,0,3,20.23,-0.71,CCC(C)CCO,QDESCP/boltz/mol_551_rdkit_boltz.json
mol_552,2-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.12,Cc2ncc1nccnc1n2,QDESCP/boltz/mol_552_rdkit_boltz.json
mol_553,Danazol,-4.557,1,337.463,1,5,0,46.26,-5.507,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,QDESCP/boltz/mol_553_rdkit_boltz.json
mol_554,1-Iodobutane,-2.841,1,184.02,0,0,2,0.0,-2.96,CCCCI,QDESCP/boltz/mol_554_rdkit_boltz.json
mol_555,2-Bromonapthalene,-4.434,1,207.07,0,2,0,0.0,-4.4,Brc1ccc2ccccc2c1,QDESCP/boltz/mol_555_rdkit_boltz.json
mol_556,"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",-5.312,1,780.949,6,8,7,203.06,-4.081,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,QDESCP/boltz/mol_556_rdkit_boltz.json
mol_557,Benzyltrifluoride,-3.099,1,146.111,0,1,0,0.0,-2.51,FC(F)(F)c1ccccc1,QDESCP/boltz/mol_557_rdkit_boltz.json
mol_558,Dihexyl phthalate,-5.758,1,334.456,0,1,12,52.6,-6.144,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,QDESCP/boltz/mol_558_rdkit_boltz.json
mol_559,Dibenzothiophene,-4.597,2,184.263,0,3,0,0.0,-4.38,c1ccc2c(c1)sc3ccccc23,QDESCP/boltz/mol_559_rdkit_boltz.json
mol_560,"2,3',4,4'-PCB",-6.709,1,326.437,0,2,1,0.0,-7.8,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,QDESCP/boltz/mol_560_rdkit_boltz.json
mol_561,"2,2',3,3',4,4'-PCB",-7.192,1,360.882,0,2,1,0.0,-8.01,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,QDESCP/boltz/mol_561_rdkit_boltz.json
mol_562,Warfarin,-3.913,1,308.333,1,3,4,67.51,-3.893,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,QDESCP/boltz/mol_562_rdkit_boltz.json
mol_563,hydrobenzoin,-2.645,1,214.264,2,2,3,40.46,-1.93,c1ccccc1C(O)C(O)c2ccccc2,QDESCP/boltz/mol_563_rdkit_boltz.json
mol_564,Dimethyl phthalate,-2.347,1,194.186,0,1,2,52.6,-1.66,COC(=O)c1ccccc1C(=O)OC,QDESCP/boltz/mol_564_rdkit_boltz.json
mol_565,Ethyl octanoate,-2.962,1,172.268,0,0,7,26.3,-3.39,CCCCCCCC(=O)OCC,QDESCP/boltz/mol_565_rdkit_boltz.json
mol_566,Diethyldisulfide,-2.364,1,122.258,0,0,3,0.0,-2.42,CCSSCC,QDESCP/boltz/mol_566_rdkit_boltz.json
mol_567,"1,2-Diethoxyethane ",-0.833,1,118.176,0,0,5,18.46,-0.77,CCOCCOCC,QDESCP/boltz/mol_567_rdkit_boltz.json
mol_568,"1,2,4,5-Tetrachlorobenzene",-4.621,1,215.894,0,1,0,0.0,-5.56,Clc1cc(Cl)c(Cl)cc1Cl,QDESCP/boltz/mol_568_rdkit_boltz.json
mol_569,p-benzidine,-2.613,1,184.242,2,2,1,52.04,-2.7,Nc1ccc(cc1)c2ccc(N)cc2,QDESCP/boltz/mol_569_rdkit_boltz.json
mol_570,1-Heptene,-2.718,1,98.189,0,0,4,0.0,-3.73,CCCCCC=C,QDESCP/boltz/mol_570_rdkit_boltz.json
mol_571,Ethirimol,-2.732,1,209.293,2,1,5,57.78,-3.028,CCCCc1c(C)nc(NCC)[nH]c1=O,QDESCP/boltz/mol_571_rdkit_boltz.json
mol_572,Pentobarbital,-2.312,1,226.276,2,1,4,75.27,-2.39,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,QDESCP/boltz/mol_572_rdkit_boltz.json
mol_573,o-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.52,Nc1ccccc1Cl,QDESCP/boltz/mol_573_rdkit_boltz.json
mol_574,3-Chloroanisole,-3.057,1,142.585,0,1,1,9.23,-2.78,COc1cccc(Cl)c1,QDESCP/boltz/mol_574_rdkit_boltz.json
mol_575,Pebulate,-3.131,1,203.351,0,0,6,20.31,-3.53,CCCCN(CC)C(=O)SCCC,QDESCP/boltz/mol_575_rdkit_boltz.json
mol_576,Butyl acetate,-1.111,1,102.133,0,0,4,26.3,-1.37,CCCCOC=O,QDESCP/boltz/mol_576_rdkit_boltz.json
mol_577,Prednisolone,-2.974,1,360.45,3,4,2,94.83,-3.18,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,QDESCP/boltz/mol_577_rdkit_boltz.json
mol_578,Bromodichloromethane,-2.176,1,163.829,0,0,0,0.0,-1.54,BrC(Cl)Cl,QDESCP/boltz/mol_578_rdkit_boltz.json
mol_579,adrenosterone,-2.99,1,300.398,0,4,0,51.21,-3.48,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,QDESCP/boltz/mol_579_rdkit_boltz.json
mol_580,p-terphenyl,-5.741,2,230.31,0,3,2,0.0,-7.11,c1ccc(cc1)c2ccc(cc2)c3ccccc3,QDESCP/boltz/mol_580_rdkit_boltz.json
mol_581,p-Hydroxybenzaldehyde ,-2.003,1,122.123,1,1,1,37.3,-0.96,Oc1ccc(C=O)cc1,QDESCP/boltz/mol_581_rdkit_boltz.json
mol_582,Bromomethane,-1.109,1,94.939,0,0,0,0.0,-0.79,CBr,QDESCP/boltz/mol_582_rdkit_boltz.json
mol_583,Perfluidone,-4.945,1,379.381,1,2,4,80.31,-3.8,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,QDESCP/boltz/mol_583_rdkit_boltz.json
mol_584,Coumachlor,-4.554,1,342.778,1,3,4,67.51,-5.839,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,QDESCP/boltz/mol_584_rdkit_boltz.json
mol_585,2-Ethylnaphthalene,-4.1,1,156.228,0,2,1,0.0,-4.29,CCc1ccc2ccccc2c1,QDESCP/boltz/mol_585_rdkit_boltz.json
mol_586,5-methylcytosine,-0.257,1,125.131,2,1,0,71.77,-1.458,Nc1c(C)c[nH]c(=O)n1 ,QDESCP/boltz/mol_586_rdkit_boltz.json
mol_587,"2,3,4,5,6-PCB",-6.785,1,326.437,0,2,1,0.0,-7.92,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,QDESCP/boltz/mol_587_rdkit_boltz.json
mol_588,benodanil,-4.245,1,323.133,1,2,2,29.1,-4.21,c1c(NC(=O)c2ccccc2(I))cccc1,QDESCP/boltz/mol_588_rdkit_boltz.json
mol_589,Riboflavin,-1.865,1,376.369,5,3,5,161.56,-3.685,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,QDESCP/boltz/mol_589_rdkit_boltz.json
mol_590,o-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.7,Fc1ccccc1Br,QDESCP/boltz/mol_590_rdkit_boltz.json
mol_591,"2,4-Dichlorophenol ",-3.22,1,163.003,1,1,0,20.23,-1.55,Oc1ccc(Cl)cc1Cl,QDESCP/boltz/mol_591_rdkit_boltz.json
mol_592,Permethrin,-7.129,1,391.294,0,3,6,35.53,-6.291,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,QDESCP/boltz/mol_592_rdkit_boltz.json
mol_593,piroxicam,-3.473,1,331.353,2,3,2,99.6,-4.16,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,QDESCP/boltz/mol_593_rdkit_boltz.json
mol_594,3-Propanoyloxymethylphenytoin,-3.128,1,338.363,1,3,5,75.71,-4.907,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,QDESCP/boltz/mol_594_rdkit_boltz.json
mol_595,Cyclopentane ,-2.038,2,70.135,0,1,0,0.0,-2.64,C1CCCC1,QDESCP/boltz/mol_595_rdkit_boltz.json
mol_596,o-Toluidine,-1.922,1,107.156,1,1,0,26.02,-2.21,Cc1ccccc1N,QDESCP/boltz/mol_596_rdkit_boltz.json
mol_597,Estragole,-3.074,1,148.205,0,1,3,9.23,-2.92,c1(OC)ccc(CC=C)cc1,QDESCP/boltz/mol_597_rdkit_boltz.json
mol_598,karbutilate,-2.655,1,279.34,2,1,2,70.67,-2.93,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,QDESCP/boltz/mol_598_rdkit_boltz.json
mol_599,3-Methyl-1-Butene,-1.994,1,70.135,0,0,1,0.0,-2.73,CC(C)C=C,QDESCP/boltz/mol_599_rdkit_boltz.json
mol_600,2-Hydroxypyridine,-1.655,1,95.101,1,1,0,33.12,1.02,Oc1ccccn1,QDESCP/boltz/mol_600_rdkit_boltz.json
mol_601,Ethane,-1.132,1,30.07,0,0,0,0.0,-1.36,CC,QDESCP/boltz/mol_601_rdkit_boltz.json
mol_602,"1,2-Dichlorobenzene",-3.482,1,147.004,0,1,0,0.0,-3.05,Clc1ccccc1Cl,QDESCP/boltz/mol_602_rdkit_boltz.json
mol_603,mercaptobenzothiazole,-3.411,1,167.258,1,2,0,12.89,-3.18,Sc2nc1ccccc1s2 ,QDESCP/boltz/mol_603_rdkit_boltz.json
mol_604,"2,2',3,3',4,4',5,5',6,6'-PCB",-9.589,1,498.662,0,2,1,0.0,-11.6,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,QDESCP/boltz/mol_604_rdkit_boltz.json
mol_605,Methoxsalen,-3.25,1,216.192,0,3,1,52.58,-3.664,COc2c1occc1cc3ccc(=O)oc23 ,QDESCP/boltz/mol_605_rdkit_boltz.json
mol_606,Acetamide,0.494,1,59.068,1,0,0,43.09,1.58,CC(=O)N,QDESCP/boltz/mol_606_rdkit_boltz.json
mol_607,1-Methylnaphthalene,-3.802,1,142.201,0,2,0,0.0,-3.7,Cc1cccc2ccccc12,QDESCP/boltz/mol_607_rdkit_boltz.json
mol_608,Napropamide,-4.088,1,271.36,0,2,5,29.54,-3.57,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,QDESCP/boltz/mol_608_rdkit_boltz.json
mol_609,"3,3-Dimethyl-2-butanol",-1.292,1,102.177,1,0,0,20.23,-0.62,CC(O)C(C)(C)C,QDESCP/boltz/mol_609_rdkit_boltz.json
mol_610,Methyl pentanoate,-1.545,1,116.16,0,0,3,26.3,-1.36,CCCC(=O)OCC,QDESCP/boltz/mol_610_rdkit_boltz.json
mol_611,Menadione,-2.667,1,172.183,0,2,0,34.14,-3.03,CC2=CC(=O)c1ccccc1C2=O ,QDESCP/boltz/mol_611_rdkit_boltz.json
mol_612,Phenanthrene,-4.518,2,178.234,0,3,0,0.0,-5.26,c1ccc2c(c1)ccc3ccccc32,QDESCP/boltz/mol_612_rdkit_boltz.json
mol_613,"2,4-Dimethylpyridine",-2.098,1,107.156,0,1,0,12.89,0.38,Cc1ccnc(C)c1,QDESCP/boltz/mol_613_rdkit_boltz.json
mol_614,1-Nonanol,-2.46,1,144.258,1,0,7,20.23,-3.01,CCCCCCCCCO,QDESCP/boltz/mol_614_rdkit_boltz.json
mol_615,Dibromomethane,-1.883,1,173.835,0,0,0,0.0,-1.17,BrCBr,QDESCP/boltz/mol_615_rdkit_boltz.json
